ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
2886,3 - 6 months,DWC,Reactivated,2,7.84,164.17,314,0.1217,HDM,NO,LDZ,NO
2887,More than 12 months,DWC,Recurrent,193,132.35,281.5,40584,0.7715,HDM,NO,HDZ,NO
2888,7-12 months,DWC,Recurrent,13,9.96,225.7,2383,0.6544,HDM,NO,HDZ,NO
2889,3 - 6 months,DWC,Recurrent,258,147.62,253.2,47921,0.748,HDM,NO,HDZ,NO
2890,More than 12 months,DWC,Recurrent,228,193.98,299.99,51374,0.5621,HDM,NO,HDZ,NO
2891,3 - 6 months,DWC,Recurrent,157,81.35,233.03,27483,0.8,HDM,NO,HDZ,NO
2892,More than 12 months,DWC,Recurrent,248,148.73,322.68,59436,0.6817,LDM,YES,HDZ,NO
2893,7-12 months,DWC,Reactivated,81,62.06,277.86,16631,0.6724,HDM,NO,HDZ,NO
2894,1 -2 months,DWOC,New,184,134.38,277.78,37917,0.769,HDM,YES,HDZ,NO
2895,7-12 months,DWC,Recurrent,240,137.3,266.92,47001,0.8148,HDM,YES,HDZ,NO
2896,7-12 months,DWC,Recurrent,156,103.74,317.33,37718,0.8057,HDM,YES,HDZ,NO
2897,3 - 6 months,DWC,Recurrent,10,7.17,156.38,1125,0.4179,LDM,NO,HDZ,NO
2898,1 -2 months,DWC,New,3,7.37,178.21,401,0.129,LDM,NO,HDZ,NO
2899,More than 12 months,DWC,Recurrent,149,103.58,268.75,31100,0.8177,HDM,YES,HDZ,NO
2900,More than 12 months,DWC,Recurrent,80,60.07,217.45,13525,0.4261,LDM,NO,HDZ,NO
2901,7-12 months,DWC,Recurrent,311,207.22,248.77,58321,0.6564,HDM,NO,HDZ,NO
2902,1 -2 months,DWC,Recurrent,166,132.44,165.5,26085,0.5429,HDM,NO,HDZ,NO
2903,1 -2 months,DWC,New,11,6.95,241.79,1940,0.7697,HDM,NO,HDZ,YES
2904,3 - 6 months,DWC,Recurrent,53,50.17,382.13,15300,0.6019,HDM,YES,HDZ,YES
2905,3 - 6 months,DWC,Recurrent,506,284.43,270.33,100918,0.6902,HDM,NO,HDZ,NO
2906,7-12 months,DWC,Recurrent,34,32.18,351.71,9883,0.64,HDM,YES,HDZ,NO
2907,3 - 6 months,DWC,Recurrent,274,164.52,250.47,51549,0.7493,HDM,NO,HDZ,NO
2908,7-12 months,DWC,Recurrent,157,92.41,206.09,25541,0.6516,HDM,NO,HDZ,YES
2909,1 -2 months,DWC,New,39,35.22,187,6698,0.7387,LDM,NO,HDZ,YES
2910,3 - 6 months,DWC,Recurrent,41,41.38,186.98,6665,0.3349,HDM,NO,LDZ,NO
2911,1 -2 months,DWOC,New,57,50.39,161.18,7211,0.4398,HDM,YES,HDZ,NO
2912,3 - 6 months,DWC,Reactivated,4,2.21,87.08,308,0.4141,HDM,NO,LDZ,YES
2913,3 - 6 months,DWC,Reactivated,3,1.77,335.17,858,0.8642,HDM,NO,HDZ,YES
2914,1 -2 months,DWC,Recurrent,15,17.92,168.8,2333,0.3256,HDM,NO,LDZ,NO
2915,7-12 months,DWC,Reactivated,10,11.46,283.65,2301,0.4995,HDM,NO,HDZ,NO
2916,More than 12 months,DWC,Recurrent,23,13.75,252.07,4313,0.7449,HDM,NO,HDZ,NO
2917,1 -2 months,DWC,New,25,42.74,248.44,5954,0.2884,HDM,NO,LDZ,YES
2918,3 - 6 months,DWC,Recurrent,3,3.76,170.66,517,0.4489,HDM,NO,HDZ,NO
2919,1 -2 months,DWC,Recurrent,27,15.67,210.76,4811,0.7147,HDM,NO,HDZ,NO
2920,7-12 months,DWC,Recurrent,2,1.22,219.93,316,0.545,LDM,NO,HDZ,NO
2921,7-12 months,DWC,Recurrent,333,180.93,270.27,65904,0.7473,HDM,NO,HDZ,NO
2922,More than 12 months,DWC,Recurrent,16,8.72,207.51,2680,0.6399,HDM,NO,HDZ,NO
2923,More than 12 months,DWC,Recurrent,87,65.8,341.75,22281,0.6737,HDM,YES,HDZ,NO
2924,7-12 months,DWC,Recurrent,46,29.56,130.27,4729,0.4277,HDM,NO,HDZ,NO
2925,7-12 months,DWC,Recurrent,10,6.45,198.97,1747,0.7589,LDM,NO,LDZ,NO
2926,7-12 months,DWC,Recurrent,47,31.19,296.81,10934,0.6677,HDM,NO,HDZ,NO
2927,1 -2 months,DWC,Recurrent,4,3.57,276.2,1067,0.703,LDM,NO,LDZ,YES
2928,3 - 6 months,DWC,Recurrent,221,147.52,281.44,46650,0.6731,HDM,NO,HDZ,NO
2929,3 - 6 months,DWC,Recurrent,259,169.86,269.97,51117,0.7623,HDM,YES,HDZ,NO
2930,1 -2 months,DWC,New,21,10.89,125.85,2202,0.557,HDM,NO,HDZ,YES
2931,3 - 6 months,DWC,Reactivated,4,1.85,197.34,601,0.7938,HDM,NO,HDZ,YES
2932,1 -2 months,DWC,New,6,8.59,293.61,1653,0.521,HDM,NO,HDZ,YES
2933,3 - 6 months,DWOC,Recurrent,96,92.23,448.83,32726,0.6926,HDM,YES,HDZ,NO
2934,3 - 6 months,DWC,Recurrent,96,83.36,218.29,19469,0.6078,HDM,NO,HDZ,NO
2935,7-12 months,DWC,Recurrent,150,96.35,258.31,33036,0.713,LDM,NO,HDZ,NO
2936,1 -2 months,DWC,Recurrent,149,209.87,374.85,44702,0.3871,HDM,YES,LDZ,NO
2937,1 -2 months,DWC,Recurrent,29,23.43,262.41,6954,0.5079,LDM,NO,HDZ,YES
2938,3 - 6 months,DWC,Recurrent,14,23.64,287.19,3595,0.2656,LDM,NO,LDZ,NO
2939,More than 12 months,DWOC,Recurrent,302,177.26,304.17,68744,0.7849,HDM,YES,HDZ,NO
2940,1 -2 months,DWC,New,6,6.61,245.43,1306,0.4366,LDM,NO,HDZ,YES
2941,3 - 6 months,DWC,Recurrent,225,166.69,193.38,35281,0.5784,HDM,NO,HDZ,NO
2942,7-12 months,DWOC,Recurrent,71,104.23,470.93,25231,0.3706,LDM,YES,HDZ,YES
2943,3 - 6 months,DWC,Recurrent,3,1.58,117.8,286,0.4614,HDM,NO,HDZ,YES
2944,1 -2 months,DWC,New,1,0.9,151.2,145,0.4241,HDM,NO,LDZ,YES
2945,3 - 6 months,DWC,Recurrent,351,225.07,314.63,84294,0.7455,HDM,YES,HDZ,NO
2946,1 -2 months,DWOC,New,210,120.32,283.51,44245,0.6237,LDM,YES,HDZ,YES
2947,More than 12 months,DWC,Recurrent,157,134.58,424.91,50427,0.8069,HDM,YES,HDZ,NO
2948,More than 12 months,DWC,Recurrent,6,3.85,267.88,1306,0.7276,HDM,NO,HDZ,NO
2949,7-12 months,DWC,Recurrent,146,80.6,286.94,32002,0.8014,HDM,YES,HDZ,NO
2950,3 - 6 months,DWC,Reactivated,50,39.88,237.38,10837,0.5942,HDM,NO,LDZ,NO
2951,3 - 6 months,DWC,Recurrent,1,0.93,101,97,0.348,HDM,NO,LDZ,YES
2952,3 - 6 months,DWC,Recurrent,6,3.65,276.3,1194,0.7583,HDM,NO,HDZ,NO
2953,3 - 6 months,DWC,Reactivated,1,1.5,526.5,510,0.5827,HDM,NO,LDZ,YES
2954,1 -2 months,DWC,New,1,2.25,104.62,75,0.1496,LDM,NO,HDZ,NO
2955,1 -2 months,DWC,New,7,7.14,109.34,732,0.3441,HDM,NO,HDZ,YES
2956,3 - 6 months,DWC,Recurrent,191,115.08,272.05,38269,0.7821,HDM,YES,HDZ,NO
2957,7-12 months,DWC,Recurrent,245,154.43,278.98,50777,0.7194,HDM,YES,HDZ,NO
2958,7-12 months,DWC,Recurrent,110,75.35,273.03,23299,0.6886,HDM,YES,HDZ,NO
2959,More than 12 months,DWC,Recurrent,82,59.25,234.49,14340,0.6269,HDM,NO,HDZ,NO
2960,3 - 6 months,DWC,Recurrent,30,21.25,313.41,6921,0.752,HDM,NO,HDZ,NO
2961,More than 12 months,DWC,Reactivated,6,4.25,299.68,1330,0.7423,HDM,YES,HDZ,YES
2962,1 -2 months,DWC,New,22,21.86,326.04,6174,0.5661,HDM,NO,HDZ,NO
2963,7-12 months,DWC,Recurrent,6,5.01,297.67,1360,0.7572,HDM,YES,HDZ,YES
2964,More than 12 months,DWOC,Recurrent,298,189.03,326.18,72276,0.7599,LDM,YES,HDZ,NO
2965,More than 12 months,DWC,Recurrent,57,33.13,299.16,12927,0.7967,HDM,YES,HDZ,NO
2966,3 - 6 months,DWOC,Recurrent,116,79.98,239.53,22022,0.5938,HDM,YES,HDZ,YES
2967,More than 12 months,DWC,Recurrent,58,54.45,319.65,14266,0.5705,HDM,YES,HDZ,NO
2968,More than 12 months,DWC,Recurrent,251,156.46,301.23,55607,0.6538,HDM,YES,HDZ,NO
2969,1 -2 months,DWC,Recurrent,101,76.71,142.95,13355,0.509,HDM,NO,HDZ,NO
2970,1 -2 months,DWOC,Recurrent,96,51.36,234.02,16511,0.8697,HDM,YES,HDZ,YES
2971,1 -2 months,DWC,New,13,8.72,123.14,1387,0.6292,HDM,NO,HDZ,YES
2972,3 - 6 months,DWC,Reactivated,2,1.31,69.68,133,0.4661,HDM,NO,LDZ,YES
2973,7-12 months,DWOC,Recurrent,117,74.39,278.41,24774,0.8246,HDM,YES,HDZ,YES
2974,3 - 6 months,DWC,Reactivated,10,7.29,250.73,2052,0.5334,HDM,NO,LDZ,YES
2975,3 - 6 months,DWC,Recurrent,11,6.65,187.29,1574,0.5962,HDM,NO,HDZ,NO
2976,7-12 months,DWC,Reactivated,4,2.38,265,853,0.7343,HDM,NO,HDZ,YES
2977,3 - 6 months,DWC,Recurrent,187,130.02,285.43,39754,0.6986,HDM,YES,HDZ,NO
2978,1 -2 months,DWC,Recurrent,37,27.31,217.57,7242,0.6002,HDM,NO,HDZ,YES
2979,3 - 6 months,DWOC,Recurrent,347,196.6,246.19,62970,0.7118,HDM,YES,HDZ,NO
2980,More than 12 months,DWC,Recurrent,407,241.2,251.86,75298,0.73,HDM,NO,HDZ,NO
2981,7-12 months,DWC,Recurrent,142,69.3,226.86,25104,0.8043,HDM,NO,HDZ,NO
2982,1 -2 months,DWC,New,40,36.9,204.27,7243,0.4367,HDM,NO,HDZ,NO
2983,1 -2 months,DWC,New,1,1.06,142.69,137,0.4013,HDM,NO,LDZ,YES
2984,7-12 months,DWC,Recurrent,4,2.46,189.62,548,0.8266,HDM,NO,HDZ,NO
2985,3 - 6 months,DWC,Recurrent,416,274.03,272.69,84823,0.7806,HDM,YES,HDZ,NO
2986,More than 12 months,DWC,Recurrent,164,95.99,269.59,33335,0.8145,HDM,YES,HDZ,NO
2987,3 - 6 months,DWC,Recurrent,3,2.63,122.12,351,0.3318,HDM,NO,HDZ,NO
2988,1 -2 months,DWC,New,1,1.79,292.66,280,0.3061,LDM,NO,LDZ,YES
2989,1 -2 months,DWC,Recurrent,132,68.28,218.85,21377,0.7395,HDM,NO,HDZ,NO
2990,1 -2 months,DWC,Recurrent,4,4.31,139.8,456,0.3577,HDM,NO,HDZ,YES
2991,3 - 6 months,DWC,Recurrent,19,12.31,341.3,4681,0.7157,HDM,NO,HDZ,YES
2992,1 -2 months,DWC,Recurrent,155,88.88,174.4,25982,0.6472,HDM,NO,LDZ,NO
2993,7-12 months,DWC,Recurrent,76,53.14,136.43,9931,0.4069,HDM,NO,LDZ,NO
2994,3 - 6 months,DWC,Recurrent,152,109.9,314,34849,0.5815,HDM,YES,HDZ,NO
2995,More than 12 months,DWC,Recurrent,137,320.48,996.79,103244,0.4174,HDM,YES,HDZ,NO
2996,7-12 months,DWC,Recurrent,148,90.79,260.6,28319,0.8071,HDM,YES,HDZ,NO
2997,3 - 6 months,DWC,Recurrent,226,136.1,227.42,39917,0.7536,HDM,YES,HDZ,NO
2998,7-12 months,DWC,Recurrent,9,5.98,278.42,1814,0.7371,LDM,NO,HDZ,NO
2999,3 - 6 months,DWC,Recurrent,47,41.11,183.35,6662,0.4594,HDM,NO,HDZ,NO
3000,7-12 months,DWC,Recurrent,37,52.7,248.02,8537,0.3614,HDM,NO,LDZ,NO
3001,1 -2 months,DWC,Recurrent,70,88.5,315.1,18022,0.4182,HDM,NO,HDZ,YES
3002,More than 12 months,DWC,Recurrent,214,156.09,327.7,54296,0.7362,HDM,YES,HDZ,NO
3003,1 -2 months,DWC,Recurrent,18,11.4,115.84,1684,0.4791,HDM,NO,HDZ,NO
3004,7-12 months,DWC,Recurrent,6,4.22,280.65,1229,0.8151,HDM,NO,HDZ,YES
3005,7-12 months,DWC,Recurrent,17,11.7,260.78,3256,0.6252,HDM,NO,HDZ,NO
3006,3 - 6 months,DWOC,Recurrent,324,210.37,278.79,66652,0.6982,HDM,YES,HDZ,NO
3007,More than 12 months,DWOC,Recurrent,3,1.05,308.5,704,0.6985,HDM,NO,HDZ,YES
3008,1 -2 months,DWC,New,5,5.21,238.61,1082,0.3781,HDM,NO,LDZ,YES
3009,More than 12 months,DWC,Recurrent,245,154.19,280.94,50813,0.8197,HDM,YES,HDZ,NO
3010,7-12 months,DWC,Recurrent,110,81.48,309.03,25347,0.7232,HDM,YES,HDZ,NO
3011,1 -2 months,DWOC,New,287,196.54,266.77,58360,0.7504,HDM,YES,HDZ,NO
3012,More than 12 months,DWC,Recurrent,40,18.02,170.34,4973,0.6699,LDM,NO,HDZ,NO
3013,7-12 months,DWC,Recurrent,17,13.41,303.25,3794,0.7431,HDM,YES,HDZ,NO
3014,7-12 months,DWC,Recurrent,208,139.6,264.44,42411,0.702,HDM,NO,HDZ,NO
3015,3 - 6 months,DWC,Recurrent,316,204.07,271.25,63671,0.721,HDM,NO,HDZ,NO
3016,More than 12 months,DWC,Recurrent,263,221.66,319.13,64321,0.6897,HDM,YES,HDZ,NO
3017,7-12 months,DWC,Recurrent,360,212.38,270.86,71651,0.7422,HDM,YES,HDZ,NO
3018,More than 12 months,DWC,Recurrent,80,56.26,341.75,20285,0.687,HDM,YES,HDZ,NO
3019,7-12 months,DWC,Recurrent,16,51.74,274.09,3843,0.1579,HDM,NO,HDZ,NO
3020,1 -2 months,DWC,Recurrent,1,11.07,690,665,0.1069,HDM,NO,LDZ,YES
3021,3 - 6 months,DWC,Recurrent,312,230.71,377.37,91458,0.7637,HDM,YES,HDZ,NO
3022,More than 12 months,DWC,Recurrent,140,77.02,238.18,24441,0.7321,LDM,NO,HDZ,NO
3023,1 -2 months,DWC,New,56,19.95,77.34,3466,0.5221,HDM,NO,HDZ,NO
3024,7-12 months,DWC,Recurrent,110,48.94,241.12,19228,0.7839,HDM,NO,HDZ,NO
3025,More than 12 months,DWC,Recurrent,147,117.26,303.77,34943,0.7661,HDM,YES,HDZ,NO
3026,1 -2 months,DWC,New,10,5.52,126.84,1218,0.6611,LDM,NO,LDZ,YES
3027,7-12 months,DWC,Recurrent,1,0.77,320.38,234,0.7745,HDM,NO,HDZ,NO
3028,More than 12 months,DWC,Recurrent,93,52.24,242.98,16829,0.7942,HDM,YES,HDZ,NO
3029,3 - 6 months,DWC,Recurrent,166,105.06,271.84,34643,0.7387,HDM,YES,HDZ,NO
3030,1 -2 months,DWC,Recurrent,36,23.59,148.52,5122,0.595,HDM,NO,LDZ,YES
3031,3 - 6 months,DWC,Recurrent,209,128.46,326.34,50015,0.7795,HDM,YES,HDZ,NO
3032,1 -2 months,DWC,New,11,12.89,182.77,1853,0.4429,LDM,NO,HDZ,NO
3033,1 -2 months,DWC,Recurrent,4,2.21,173.81,526,0.7559,HDM,NO,HDZ,YES
3034,1 -2 months,DWC,New,4,1.37,210.81,605,0.8782,HDM,NO,HDZ,YES
3035,More than 12 months,DWC,Recurrent,204,107.35,269.22,40352,0.7806,HDM,YES,HDZ,NO
3036,3 - 6 months,DWC,Recurrent,211,116.36,253.83,41103,0.7397,HDM,NO,HDZ,NO
3037,3 - 6 months,DWC,Recurrent,2,6.04,209.16,351,0.1788,LDM,NO,LDZ,YES
3038,7-12 months,DWC,Recurrent,5,49.88,294.5,1416,0.1179,HDM,NO,HDZ,NO
3039,3 - 6 months,DWC,Reactivated,13,9.92,191.93,1878,0.4075,HDM,NO,HDZ,YES
3040,More than 12 months,DWC,Reactivated,10,16.47,222.8,1624,0.3209,HDM,NO,HDZ,NO
3041,3 - 6 months,DWC,Recurrent,17,10.13,193.06,2794,0.4935,HDM,NO,HDZ,NO
3042,1 -2 months,DWC,New,5,11.22,271.76,1200,0.3274,HDM,NO,LDZ,YES
3043,1 -2 months,DWC,New,2,5.68,253.06,484,0.2463,HDM,NO,LDZ,NO
3044,More than 12 months,DWC,Recurrent,171,113.95,269.62,36419,0.7722,HDM,YES,HDZ,NO
3045,More than 12 months,DWC,Recurrent,24,10.42,203.05,3724,0.8263,HDM,YES,HDZ,NO
3046,More than 12 months,DWC,Recurrent,231,137.35,298.02,52664,0.6953,HDM,YES,HDZ,NO
3047,More than 12 months,DWC,Reactivated,122,83.43,270.24,25967,0.6758,HDM,YES,HDZ,NO
3048,1 -2 months,DWC,New,27,19.67,144.45,3308,0.4502,LDM,NO,HDZ,YES
3049,1 -2 months,DWOC,New,8,5.59,399.98,2407,0.8182,HDM,YES,HDZ,NO
3050,More than 12 months,DWC,Recurrent,201,96.88,285.56,41717,0.6663,HDM,YES,HDZ,NO
3051,1 -2 months,DWC,Recurrent,4,3.05,289.88,971,0.6534,HDM,NO,HDZ,YES
3052,1 -2 months,DWC,Recurrent,4,4.64,147.33,499,0.4503,HDM,NO,HDZ,YES
3053,7-12 months,DWC,Recurrent,12,6.83,234.47,2055,0.8335,HDM,NO,HDZ,NO
3054,More than 12 months,DWC,Recurrent,154,79.62,259.32,29384,0.7939,HDM,YES,HDZ,NO
3055,1 -2 months,DWC,Recurrent,14,13.06,166.99,2287,0.5478,LDM,NO,LDZ,YES
3056,3 - 6 months,DWC,Recurrent,233,238.33,229.19,42734,0.5348,HDM,NO,HDZ,NO
3057,3 - 6 months,DWC,Recurrent,80,52.38,296.81,17348,0.7001,HDM,YES,HDZ,NO
3058,1 -2 months,DWC,Recurrent,1,3.29,78.5,75,0.0791,HDM,NO,LDZ,YES
3059,7-12 months,DWC,Recurrent,134,76.95,283.79,29247,0.7787,HDM,YES,HDZ,NO
3060,3 - 6 months,DWC,Recurrent,153,82.89,285.02,32429,0.7643,HDM,YES,HDZ,NO
3061,3 - 6 months,DWC,Reactivated,2,1.73,134.38,257,0.4666,HDM,NO,HDZ,YES
3062,1 -2 months,DWC,New,7,8.77,180.26,1210,0.3358,HDM,NO,HDZ,YES
3063,3 - 6 months,DWC,Recurrent,421,269.08,269.21,83459,0.7829,HDM,YES,HDZ,NO
3064,More than 12 months,DWC,Recurrent,31,18.67,262.71,6128,0.7089,HDM,YES,HDZ,NO
3065,7-12 months,DWC,Recurrent,177,118.23,263.82,35381,0.8154,HDM,YES,HDZ,NO
3066,1 -2 months,DWC,New,15,12.84,171.13,2244,0.5346,LDM,NO,LDZ,NO
3067,1 -2 months,DWC,New,1,2.55,157,113,0.1163,HDM,NO,HDZ,YES
3068,3 - 6 months,DWC,Recurrent,417,166.89,167.58,51234,0.7412,HDM,YES,HDZ,NO
3069,1 -2 months,DWC,Recurrent,288,207.87,193.83,49161,0.61,HDM,NO,HDZ,NO
3070,1 -2 months,DWC,Recurrent,125,65.89,166.44,19989,0.6441,HDM,NO,LDZ,NO
3071,3 - 6 months,DWC,Recurrent,37,39.66,152.7,5379,0.387,HDM,NO,LDZ,NO
3072,1 -2 months,DWC,Recurrent,10,19.84,250.96,2322,0.2598,HDM,NO,HDZ,NO
3073,More than 12 months,DWC,Recurrent,341,211.03,302.68,76103,0.6213,LDM,YES,HDZ,NO
3074,1 -2 months,DWC,New,1,0.78,132.99,127,0.4896,HDM,NO,LDZ,YES
3075,7-12 months,DWC,Reactivated,136,106.87,244.05,29100,0.6207,HDM,NO,HDZ,YES
3076,1 -2 months,DWC,Recurrent,2,5.7,186.57,345,0.1575,HDM,NO,HDZ,YES
3077,1 -2 months,DWC,New,1,1.69,78.38,75,0.1528,HDM,NO,LDZ,YES
3078,1 -2 months,DWC,New,21,23.22,161.97,3262,0.3763,HDM,NO,HDZ,YES
3079,1 -2 months,DWOC,New,213,134.27,229.29,35912,0.619,HDM,NO,HDZ,NO
3080,More than 12 months,DWOC,Recurrent,364,249.96,292.34,79354,0.7696,HDM,YES,HDZ,NO
3081,7-12 months,DWOC,Recurrent,3,4.04,386.28,964,0.4516,HDM,NO,HDZ,YES
3082,More than 12 months,DWC,Recurrent,71,44.79,252.25,14108,0.7698,HDM,YES,HDZ,NO
3083,1 -2 months,DWC,Recurrent,2,3.33,81.44,156,0.2476,HDM,NO,LDZ,YES
3084,7-12 months,DWC,Recurrent,1,2.62,407.5,393,0.259,HDM,NO,HDZ,YES
3085,3 - 6 months,DWC,Reactivated,1,2.03,92.56,89,0.1212,HDM,NO,HDZ,YES
3086,1 -2 months,DWC,New,7,10.43,180.45,1077,0.241,LDM,NO,HDZ,YES
3087,3 - 6 months,DWOC,Recurrent,134,101.31,247.98,28175,0.7567,HDM,NO,HDZ,NO
3088,7-12 months,DWC,Recurrent,280,277.93,209.51,48926,0.4358,HDM,NO,HDZ,NO
3089,1 -2 months,DWC,New,17,11.84,320.81,3980,0.6607,HDM,NO,HDZ,NO
3090,1 -2 months,DWC,New,108,63.08,175.61,17703,0.6127,HDM,NO,HDZ,NO
3091,More than 12 months,DWC,Recurrent,2,11.09,109.43,157,0.0422,HDM,NO,HDZ,YES
3092,1 -2 months,DWC,Recurrent,25,7.45,65.44,1566,0.5411,HDM,NO,LDZ,NO
3093,More than 12 months,DWC,Recurrent,51,47.58,187.91,7447,0.3777,HDM,NO,HDZ,NO
3094,7-12 months,DWC,Recurrent,432,220.04,265.07,83853,0.7641,HDM,NO,HDZ,NO
3095,3 - 6 months,DWC,Recurrent,229,180.15,334.2,57762,0.6665,HDM,YES,HDZ,NO
3096,3 - 6 months,DWC,Recurrent,21,12.83,217.8,3348,0.6628,HDM,YES,HDZ,YES
3097,3 - 6 months,DWOC,Recurrent,343,186.63,270.03,67670,0.6792,LDM,YES,HDZ,NO
3098,3 - 6 months,DWC,Reactivated,5,9.31,241.95,982,0.2321,HDM,NO,HDZ,YES
3099,More than 12 months,DWC,Recurrent,17,12.05,293.59,3636,0.8039,HDM,YES,HDZ,NO
3100,3 - 6 months,DWC,Reactivated,2,1.78,179.6,344,0.4971,HDM,NO,HDZ,NO
3101,More than 12 months,DWC,Recurrent,4,6.33,115.63,386,0.1569,HDM,NO,HDZ,NO
3102,More than 12 months,DWC,Recurrent,179,103.37,249.59,36079,0.7723,HDM,YES,HDZ,NO
3103,More than 12 months,DWOC,Recurrent,359,204,257.82,70099,0.7802,HDM,YES,HDZ,NO
3104,1 -2 months,DWC,Recurrent,137,99.27,297.34,30912,0.7384,HDM,YES,HDZ,NO
3105,3 - 6 months,DWC,Reactivated,7,17.43,235.1,1363,0.8506,LDM,NO,HDZ,YES
3106,7-12 months,DWC,Recurrent,98,97.19,363,27104,0.5967,HDM,YES,HDZ,NO
3107,1 -2 months,DWC,New,52,31.18,219.2,8505,0.7264,HDM,NO,HDZ,NO
3108,3 - 6 months,DWC,Recurrent,2,1.05,308.5,452,0.9117,HDM,NO,HDZ,YES
3109,1 -2 months,DWC,Recurrent,8,11.79,171.28,1010,0.4191,LDM,NO,HDZ,YES
3110,1 -2 months,DWC,Recurrent,1,1.65,698.88,674,0.6679,HDM,NO,LDZ,YES
3111,More than 12 months,DWC,Recurrent,55,41.51,306.85,12982,0.7511,HDM,YES,HDZ,NO
3112,1 -2 months,DWC,Recurrent,26,21.07,144.7,3453,0.5206,HDM,NO,HDZ,NO
3113,1 -2 months,DWC,Recurrent,5,6.37,149.83,575,0.2255,HDM,NO,HDZ,YES
3114,3 - 6 months,DWC,Reactivated,6,3.89,172.34,990,0.6721,HDM,NO,LDZ,YES
3115,1 -2 months,DWC,New,3,6.27,80.17,230,0.1616,HDM,NO,LDZ,YES
3116,3 - 6 months,DWC,Recurrent,492,334.75,293.15,106164,0.7997,HDM,YES,HDZ,NO
3117,7-12 months,DWC,Recurrent,349,218.58,355.62,91522,0.7565,HDM,YES,HDZ,NO
3118,More than 12 months,DWOC,Recurrent,29,19.59,172.55,4630,0.66,LDM,NO,LDZ,NO
3119,7-12 months,DWC,Recurrent,262,148.21,245.65,47394,0.6992,LDM,NO,HDZ,NO
3120,1 -2 months,DWC,New,3,5.96,316.32,991,0.3961,HDM,NO,LDZ,NO
3121,3 - 6 months,DWOC,Recurrent,262,164.24,210.68,40440,0.6373,HDM,NO,HDZ,NO
3122,More than 12 months,DWC,Recurrent,284,184.94,294.48,62402,0.7939,HDM,YES,HDZ,NO
3123,More than 12 months,DWC,Recurrent,129,56.63,195.72,18565,0.7852,HDM,YES,HDZ,NO
3124,3 - 6 months,DWC,Recurrent,181,87.68,224.31,29723,0.7701,HDM,NO,HDZ,NO
3125,3 - 6 months,DWC,Recurrent,2,5.61,160.75,308,0.2663,LDM,NO,LDZ,NO
3126,1 -2 months,DWC,New,15,12.6,174.59,2244,0.4347,LDM,NO,LDZ,YES
3127,1 -2 months,DWC,New,35,53.28,168.88,5616,0.2729,HDM,NO,HDZ,NO
3128,3 - 6 months,DWOC,Recurrent,244,209.87,305.77,57014,0.6458,HDM,YES,HDZ,NO
3129,1 -2 months,DWC,Recurrent,16,15.7,143.57,1792,0.3076,HDM,NO,HDZ,YES
3130,3 - 6 months,DWOC,Recurrent,300,187.34,250.16,55083,0.7238,HDM,NO,HDZ,YES
3131,1 -2 months,DWC,New,15,14.31,165.89,2102,0.424,HDM,NO,HDZ,NO
3132,More than 12 months,DWC,Recurrent,2,1.5,277.71,400,0.6994,LDM,NO,HDZ,YES
3133,1 -2 months,DWC,New,3,24.97,164.49,399,0.056,HDM,NO,HDZ,YES
3134,7-12 months,DWC,Recurrent,124,69.93,239.81,22479,0.581,LDM,NO,HDZ,NO
3135,1 -2 months,DWC,New,39,32.96,180.68,6119,0.5265,HDM,NO,LDZ,YES
3136,3 - 6 months,DWOC,Recurrent,261,183.9,314.12,62617,0.7558,HDM,YES,HDZ,YES
3137,More than 12 months,DWOC,Recurrent,64,38.96,297.09,14220,0.8019,HDM,YES,HDZ,NO
3138,1 -2 months,DWC,New,171,114.21,278.67,35288,0.7615,HDM,YES,HDZ,NO
3139,1 -2 months,DWC,New,99,67.75,171.7,14829,0.5733,HDM,NO,HDZ,NO
3140,7-12 months,DWC,Recurrent,3,3.52,181.63,452,0.4905,HDM,NO,HDZ,NO
3141,3 - 6 months,DWC,Recurrent,118,72.36,269.52,23392,0.7366,HDM,NO,HDZ,NO
3142,7-12 months,DWC,Recurrent,74,43.04,328.17,18106,0.6841,HDM,NO,HDZ,NO
3143,7-12 months,DWC,Recurrent,254,181.6,307.76,58162,0.7935,HDM,YES,HDZ,NO
3144,7-12 months,DWC,Recurrent,130,99.45,361.58,35765,0.8159,HDM,YES,HDZ,NO
3145,7-12 months,DWC,Recurrent,170,101.68,233.6,29366,0.7574,HDM,YES,HDZ,NO
3146,3 - 6 months,DWOC,Recurrent,373,215.76,270.92,73781,0.6744,HDM,YES,HDZ,NO
3147,More than 12 months,DWC,Recurrent,133,69.83,277.1,26834,0.7735,HDM,YES,HDZ,NO
3148,3 - 6 months,DWC,Recurrent,24,13.44,230.7,4170,0.7765,HDM,NO,HDZ,NO
3149,More than 12 months,DWC,Recurrent,348,237.03,322.4,87396,0.7032,HDM,YES,HDZ,NO
3150,7-12 months,DWC,Recurrent,253,143.87,273.86,53732,0.779,HDM,YES,HDZ,NO
3151,7-12 months,DWC,Recurrent,194,134.18,301.96,45480,0.6668,HDM,YES,HDZ,NO
3152,1 -2 months,DWOC,New,180,111.79,255.85,33662,0.6374,HDM,YES,HDZ,YES
