ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
6973,3 - 6 months,DWC,Recurrent,163,105.26,306.58,37926,0.7285,HDM,YES,HDZ,NO
6974,More than 12 months,DWC,Recurrent,22,10.38,247.69,4007,0.7715,HDM,NO,HDZ,NO
6975,3 - 6 months,DWOC,Recurrent,64,76.84,256.67,13727,0.4031,HDM,YES,HDZ,NO
6976,1 -2 months,DWC,Recurrent,12,10.82,221.23,2168,0.4322,HDM,NO,HDZ,NO
6977,3 - 6 months,DWC,Reactivated,4,2.34,138.34,397,0.6936,HDM,NO,HDZ,YES
6978,3 - 6 months,DWC,Reactivated,2,8.81,84.25,161,0.1183,HDM,NO,LDZ,YES
6979,1 -2 months,DWC,Recurrent,1,0.98,78.38,75,0.2196,LDM,NO,LDZ,YES
6980,1 -2 months,DWC,Recurrent,1,0.99,447.09,428,0.8921,LDM,NO,LDZ,YES
6981,7-12 months,DWC,Recurrent,65,40.28,269.83,13204,0.7557,HDM,NO,HDZ,NO
6982,More than 12 months,DWC,Recurrent,140,200.82,578.28,61465,0.5615,HDM,YES,HDZ,NO
6983,7-12 months,DWC,Recurrent,247,165.71,266.25,49622,0.6614,HDM,NO,HDZ,NO
6984,7-12 months,DWC,Recurrent,237,162.42,337.91,61358,0.8071,HDM,YES,HDZ,NO
6985,7-12 months,DWC,Recurrent,180,130.62,305.51,41443,0.6988,HDM,YES,HDZ,NO
6986,3 - 6 months,DWC,Recurrent,205,110.64,238.12,35808,0.6788,LDM,NO,HDZ,NO
6987,7-12 months,DWC,Recurrent,272,152.38,248.34,49213,0.7369,HDM,NO,HDZ,NO
6988,More than 12 months,DWC,Recurrent,122,66.72,284.14,25368,0.7616,HDM,YES,HDZ,NO
6989,More than 12 months,DWC,Recurrent,37,274.32,203.47,5794,0.0847,LDM,NO,HDZ,NO
6990,More than 12 months,DWC,Recurrent,119,95.06,319.59,29888,0.6838,HDM,YES,HDZ,NO
6991,1 -2 months,DWOC,Recurrent,290,207.32,373.26,80607,0.7444,HDM,YES,HDZ,NO
6992,More than 12 months,DWC,Recurrent,72,43.52,320.98,17424,0.7052,HDM,NO,HDZ,NO
6993,More than 12 months,DWC,Recurrent,6,3,234.72,1011,0.8333,HDM,NO,HDZ,NO
6994,7-12 months,DWC,Reactivated,34,33.32,178.08,4788,0.4023,HDM,NO,HDZ,NO
6995,7-12 months,DWC,Recurrent,131,75.18,260.74,24874,0.7497,HDM,NO,HDZ,NO
6996,7-12 months,DWC,Recurrent,33,26.21,246.89,6378,0.7731,LDM,NO,HDZ,NO
6997,3 - 6 months,DWC,Reactivated,24,15.9,229.3,4401,0.7966,HDM,NO,HDZ,YES
6998,7-12 months,DWC,Recurrent,85,56.74,236.39,14702,0.5434,HDM,NO,HDZ,NO
6999,More than 12 months,DWC,Recurrent,35,26.42,361.41,9216,0.8152,HDM,YES,HDZ,NO
7000,7-12 months,DWC,Recurrent,259,157.8,272.31,52726,0.7832,HDM,YES,HDZ,NO
7001,More than 12 months,DWC,Recurrent,152,88.71,285.41,31475,0.766,LDM,YES,HDZ,NO
7002,7-12 months,DWC,Recurrent,63,112.16,571.93,27506,0.4177,HDM,YES,HDZ,NO
7003,3 - 6 months,DWC,Recurrent,40,87.45,215.97,8262,0.1994,HDM,NO,LDZ,NO
7004,1 -2 months,DWC,New,3,3.28,88.09,253,0.3221,HDM,NO,HDZ,YES
7005,More than 12 months,DWC,Recurrent,53,27.75,258.15,10056,0.8073,HDM,YES,HDZ,NO
7006,7-12 months,DWC,Recurrent,337,180.44,242.76,62347,0.6583,LDM,NO,HDZ,NO
7007,More than 12 months,DWC,Recurrent,200,103.53,271.09,39256,0.7763,HDM,YES,HDZ,NO
7008,7-12 months,DWC,Recurrent,175,125.48,251.23,35616,0.7479,HDM,NO,HDZ,NO
7009,1 -2 months,DWC,New,2,5.21,78.84,113,0.1233,LDM,NO,HDZ,YES
7010,1 -2 months,DWC,New,1,0.99,150.7,109,0.2626,HDM,NO,HDZ,YES
7011,1 -2 months,DWC,New,1,0.89,136.5,131,0.5398,HDM,NO,HDZ,NO
7012,3 - 6 months,DWC,Recurrent,174,125.23,250.78,34712,0.6988,HDM,NO,HDZ,NO
7013,3 - 6 months,DWC,Reactivated,7,4.46,287.27,1465,0.7373,LDM,NO,HDZ,NO
7014,1 -2 months,DWC,New,8,8.37,159.86,1224,0.3918,HDM,NO,LDZ,NO
7015,3 - 6 months,DWC,Recurrent,183,117.05,256.51,34973,0.7365,HDM,NO,HDZ,NO
7016,3 - 6 months,DWC,Recurrent,290,169.44,260.65,54782,0.7268,HDM,NO,HDZ,NO
7017,7-12 months,DWC,Recurrent,72,42.37,251.19,13107,0.7565,HDM,NO,HDZ,NO
7018,More than 12 months,DWC,Recurrent,82,58.87,278.86,16978,0.7844,HDM,YES,HDZ,NO
7019,1 -2 months,DWC,New,116,80.92,255.23,21944,0.7092,HDM,NO,HDZ,NO
7020,7-12 months,DWC,Recurrent,52,43.22,356.16,13512,0.819,HDM,NO,HDZ,NO
7021,1 -2 months,DWC,New,1,5.82,114.95,110,0.0321,HDM,NO,HDZ,NO
7022,More than 12 months,DWC,Recurrent,174,103.76,264.57,35589,0.7799,HDM,YES,HDZ,NO
7023,More than 12 months,DWC,Recurrent,349,203.14,289.22,76291,0.7602,HDM,YES,HDZ,NO
7024,3 - 6 months,DWC,Recurrent,234,125.88,234.09,40347,0.6965,HDM,NO,HDZ,NO
7025,1 -2 months,DWOC,New,375,229.22,330.03,91318,0.7648,HDM,YES,HDZ,NO
7026,7-12 months,DWC,Recurrent,18,9.52,229.43,3096,0.7777,LDM,YES,HDZ,YES
7027,7-12 months,DWOC,Recurrent,200,92.82,265.22,39804,0.7351,LDM,NO,HDZ,NO
7028,7-12 months,DWC,Recurrent,24,19.54,173.59,3155,0.5636,HDM,NO,LDZ,NO
7029,7-12 months,DWC,Recurrent,171,142.78,341.55,45646,0.7089,HDM,YES,HDZ,NO
7030,1 -2 months,DWC,Recurrent,354,190.51,250.4,65173,0.8109,HDM,YES,HDZ,NO
7031,1 -2 months,DWC,New,1,2.68,91.35,87,0.2535,HDM,NO,LDZ,YES
7032,More than 12 months,DWC,Recurrent,69,96.08,453.18,23668,0.3846,HDM,YES,HDZ,NO
7033,7-12 months,DWC,Reactivated,16,10.43,197.25,2555,0.7469,HDM,NO,HDZ,NO
7034,3 - 6 months,DWC,Recurrent,117,73.82,172.22,17888,0.5701,HDM,NO,LDZ,NO
7035,7-12 months,DWC,Recurrent,187,118.23,270.35,36963,0.7782,HDM,NO,HDZ,NO
7036,3 - 6 months,DWOC,Recurrent,6,7.63,385.94,1676,0.6105,HDM,YES,HDZ,YES
7037,3 - 6 months,DWC,Recurrent,287,173.72,266.63,56764,0.7776,HDM,YES,HDZ,NO
7038,1 -2 months,DWC,New,4,4.28,142.35,409,0.3812,LDM,NO,HDZ,YES
7039,7-12 months,DWC,Recurrent,75,57.7,249.83,13983,0.806,HDM,YES,HDZ,NO
7040,7-12 months,DWC,Recurrent,14,11.36,323.65,3454,0.6614,HDM,NO,HDZ,NO
7041,3 - 6 months,DWC,Recurrent,178,109.19,259.58,35739,0.7607,HDM,YES,HDZ,NO
7042,3 - 6 months,DWC,Recurrent,66,86.98,187.72,9645,0.2827,HDM,NO,LDZ,NO
7043,1 -2 months,DWC,New,6,5.24,225.3,1227,0.5579,LDM,NO,LDZ,NO
7044,3 - 6 months,DWC,Recurrent,379,226.34,296.24,83730,0.8144,HDM,YES,HDZ,NO
7045,3 - 6 months,DWC,Recurrent,2,9.93,373.61,560,0.121,HDM,NO,HDZ,NO
7046,More than 12 months,DWC,Recurrent,44,43.8,333.15,11351,0.5274,HDM,YES,HDZ,NO
7047,More than 12 months,DWC,Recurrent,355,193.93,272.66,72681,0.7802,HDM,YES,HDZ,NO
7048,1 -2 months,DWC,New,96,117.84,229.07,20157,0.4257,HDM,NO,LDZ,NO
7049,More than 12 months,DWC,Recurrent,203,129.12,306.96,45610,0.8004,HDM,YES,HDZ,NO
7050,1 -2 months,DWOC,Recurrent,409,207.77,242.63,76138,0.6953,HDM,YES,HDZ,NO
7051,1 -2 months,DWC,Recurrent,274,224.08,194.24,44486,0.5488,HDM,NO,HDZ,NO
7052,7-12 months,DWC,Recurrent,244,145.5,244.44,44113,0.686,HDM,NO,HDZ,NO
7053,1 -2 months,DWC,New,1,1.6,209.36,200,0.3734,HDM,NO,HDZ,YES
7054,More than 12 months,DWC,Recurrent,15,8.42,225.6,2436,0.8016,HDM,YES,HDZ,NO
7055,7-12 months,DWC,Recurrent,35,20.6,223.31,6741,0.8532,HDM,NO,HDZ,YES
7056,3 - 6 months,DWC,Recurrent,92,62.77,299.83,20543,0.7892,HDM,YES,HDZ,NO
7057,1 -2 months,DWOC,Recurrent,67,54.44,232.24,11506,0.5076,LDM,YES,HDZ,YES
7058,7-12 months,DWC,Reactivated,2,4.48,62.25,119,0.2109,HDM,NO,LDZ,NO
7059,More than 12 months,DWC,Recurrent,197,145.37,330.06,48558,0.7523,HDM,YES,HDZ,NO
7060,3 - 6 months,DWC,Recurrent,3,1.29,99.57,286,0.3733,LDM,NO,HDZ,NO
7061,More than 12 months,DWC,Recurrent,71,59.45,365.51,21649,0.8639,HDM,YES,HDZ,NO
7062,1 -2 months,DWC,New,10,17.7,161.49,1548,0.2834,HDM,NO,HDZ,YES
7063,7-12 months,DWC,Recurrent,77,72.32,322.23,19600,0.5257,HDM,NO,HDZ,NO
7064,3 - 6 months,DWC,Recurrent,62,50.44,285.64,13432,0.6894,HDM,YES,HDZ,YES
7065,3 - 6 months,DWOC,Recurrent,187,285.89,372.66,56756,0.408,HDM,YES,HDZ,NO
7066,3 - 6 months,DWC,Recurrent,72,53.23,281.76,14880,0.5408,HDM,NO,HDZ,NO
7067,3 - 6 months,DWC,Recurrent,115,87.89,239.24,21925,0.5272,HDM,NO,HDZ,NO
7068,More than 12 months,DWC,Recurrent,2,2.32,252.06,366,0.4005,HDM,NO,HDZ,NO
7069,More than 12 months,DWC,Recurrent,237,167.9,358.7,62443,0.7189,HDM,YES,HDZ,NO
7070,7-12 months,DWC,Reactivated,69,40.54,218.82,10922,0.7809,HDM,NO,HDZ,NO
7071,3 - 6 months,DWC,Recurrent,112,84.57,166.2,15885,0.5329,HDM,NO,LDZ,NO
7072,More than 12 months,DWC,Recurrent,216,132.26,291.05,46690,0.7958,HDM,YES,HDZ,NO
7073,3 - 6 months,DWC,Recurrent,116,59.61,224.64,19084,0.8007,HDM,NO,HDZ,YES
7074,1 -2 months,DWC,Recurrent,9,5.94,134.32,1157,0.502,HDM,NO,LDZ,YES
7075,3 - 6 months,DWC,Recurrent,16,9.93,229.47,2725,0.7302,LDM,YES,HDZ,NO
7076,More than 12 months,DWC,Recurrent,8,5.57,211.77,1297,0.6109,HDM,NO,HDZ,YES
7077,1 -2 months,DWC,Recurrent,9,14.77,250.99,1655,0.3322,LDM,NO,HDZ,YES
7078,1 -2 months,DWC,New,2,0.7,139.93,269,0.8251,HDM,NO,LDZ,YES
7079,3 - 6 months,DWC,Recurrent,9,3.36,126.89,1095,0.7218,HDM,NO,LDZ,NO
7080,7-12 months,DWC,Recurrent,278,250.26,312.55,65306,0.5782,HDM,YES,HDZ,NO
7081,1 -2 months,DWC,Recurrent,1,5.96,339.63,325,0.1027,HDM,NO,HDZ,YES
7082,3 - 6 months,DWC,Recurrent,22,45.11,289.86,6761,0.272,HDM,NO,LDZ,NO
7083,3 - 6 months,DWC,Recurrent,65,39.41,278.29,13206,0.7098,HDM,NO,HDZ,NO
7084,3 - 6 months,DWOC,Recurrent,311,174.99,255.69,60738,0.7847,HDM,NO,HDZ,NO
7085,1 -2 months,DWC,New,148,91.88,276.94,30324,0.73740000000000006,HDM,NO,HDZ,NO
7086,3 - 6 months,DWC,Recurrent,169,130.3,148.76,23659,0.3458,HDM,NO,HDZ,NO
7087,More than 12 months,DWC,Recurrent,24,17.58,205.92,3910,0.6253,HDM,NO,HDZ,NO
7088,3 - 6 months,DWC,Recurrent,2,5.31,59.25,113,0.1388,HDM,NO,LDZ,YES
7089,3 - 6 months,DWC,Recurrent,2,3.84,53.43,102,0.2834,HDM,NO,HDZ,YES
7090,7-12 months,DWC,Recurrent,530,318.93,234.97,92387,0.7184,HDM,NO,HDZ,NO
7091,More than 12 months,DWC,Recurrent,139,64.53,339.78,34987,0.783,HDM,YES,HDZ,NO
7092,7-12 months,DWC,Recurrent,60,41.29,280.24,12895,0.7856,HDM,YES,HDZ,NO
7093,More than 12 months,DWOC,Reactivated,135,84.28,309.25,31223,0.7139,HDM,YES,HDZ,YES
7094,More than 12 months,DWC,Recurrent,162,107.61,269.13,34302,0.7137,HDM,NO,HDZ,NO
7095,1 -2 months,DWC,New,39,21.21,207.88,7714,0.6873,HDM,NO,HDZ,NO
7096,1 -2 months,DWC,New,5,3.79,53.46,379,0.5823,HDM,NO,HDZ,NO
7097,1 -2 months,DWC,New,1,1.57,158.28,151,0.364,HDM,NO,LDZ,NO
7098,More than 12 months,DWC,Recurrent,73,57.99,244.55,15232,0.6781,HDM,NO,HDZ,NO
7099,1 -2 months,DWC,New,8,16.87,113.38,1037,0.1671,LDM,NO,LDZ,NO
7100,1 -2 months,DWC,New,3,4.82,523.33,1127,0.7122,LDM,NO,HDZ,YES
7101,1 -2 months,DWC,New,125,181.82,86.82,10282,0.1011,HDM,NO,LDZ,NO
7102,1 -2 months,DWC,Recurrent,111,62.33,144.11,15343,0.6422,HDM,NO,HDZ,YES
7103,More than 12 months,DWC,Recurrent,88,46.77,267.72,17260,0.7522,HDM,YES,HDZ,NO
7104,More than 12 months,DWC,Recurrent,47,25.06,273.36,9262,0.6885,HDM,YES,HDZ,NO
7105,7-12 months,DWC,Recurrent,139,95.36,185.02,19719,0.5362,HDM,NO,HDZ,NO
7106,7-12 months,DWOC,Recurrent,172,86.14,188.21,23831,0.7276,HDM,YES,HDZ,NO
7107,1 -2 months,DWC,Recurrent,24,9.56,89.93,2076,0.5288,LDM,NO,HDZ,YES
7108,3 - 6 months,DWC,Recurrent,10,86.67,153.65,1449,0.0415,HDM,NO,LDZ,NO
7109,3 - 6 months,DWC,Recurrent,205,179.62,310.17,47617,0.6421,HDM,YES,HDZ,NO
7110,7-12 months,DWC,Reactivated,63,40.18,248.46,12432,0.7004,HDM,NO,HDZ,NO
7111,More than 12 months,DWC,Recurrent,23,13.77,308.72,5401,0.7494,HDM,YES,HDZ,NO
7112,3 - 6 months,DWC,Recurrent,1,2.42,115.85,112,0.0779,HDM,NO,LDZ,YES
7113,More than 12 months,DWC,Recurrent,24,17.06,294.55,5302,0.785,HDM,YES,HDZ,YES
7114,More than 12 months,DWC,Recurrent,91,65.23,276.58,18187,0.6515,HDM,NO,HDZ,NO
7115,7-12 months,DWOC,Recurrent,63,56.61,348.72,16763,0.6971,HDM,YES,HDZ,YES
7116,1 -2 months,DWC,New,3,2.46,123.46,354,0.4238,HDM,NO,LDZ,YES
7117,3 - 6 months,DWC,Recurrent,22,13.56,196.44,3378,0.6818,HDM,NO,HDZ,NO
7118,1 -2 months,DWC,New,8,9.23,200.2,1533,0.4152,HDM,NO,LDZ,YES
7119,7-12 months,DWC,Recurrent,229,123.76,243.71,40706,0.7674,HDM,NO,HDZ,NO
7120,7-12 months,DWC,Recurrent,206,113.98,266.35,43150,0.7091,HDM,NO,HDZ,NO
7121,More than 12 months,DWC,Recurrent,15,9.91,277.99,3047,0.4746,LDM,NO,HDZ,NO
7122,3 - 6 months,DWC,Recurrent,318,209.8,253.84,59130,0.7588,HDM,NO,HDZ,NO
7123,1 -2 months,DWC,New,3,3.67,245.83,708,0.3279,HDM,NO,LDZ,YES
7124,7-12 months,DWOC,Recurrent,336,223.79,279.47,69797,0.7631,HDM,YES,HDZ,NO
7125,More than 12 months,DWC,Recurrent,127,204.34,846.58,79564,0.3854,LDM,YES,HDZ,NO
7126,3 - 6 months,DWC,Recurrent,59,30.84,256.5,11049,0.7299,HDM,NO,HDZ,NO
7127,1 -2 months,DWOC,Recurrent,141,126.98,230.71,27848,0.4885,HDM,NO,HDZ,NO
7128,3 - 6 months,DWC,Recurrent,14,6.4,137.1,1841,0.8063,HDM,NO,LDZ,YES
7129,3 - 6 months,DWC,Recurrent,6,7.01,315.16,1815,0.5948,HDM,NO,LDZ,NO
7130,More than 12 months,DWC,Recurrent,134,119.21,434.01,44231,0.7147,LDM,YES,HDZ,NO
7131,1 -2 months,DWC,Recurrent,27,32.91,90.86,2348,0.2002,HDM,NO,LDZ,YES
7132,7-12 months,DWC,Recurrent,254,298.38,206.13,47874,0.4292,HDM,NO,LDZ,NO
7133,3 - 6 months,DWOC,Recurrent,232,122.33,255.03,43214,0.7247,HDM,YES,HDZ,NO
7134,1 -2 months,DWOC,Recurrent,226,147.32,276.19,48264,0.7573,HDM,YES,HDZ,NO
7135,1 -2 months,DWC,Recurrent,232,155.25,170.43,36131,0.5563,HDM,NO,HDZ,NO
7136,7-12 months,DWC,Reactivated,37,23.36,302.04,8313,0.7045,HDM,NO,HDZ,NO
7137,More than 12 months,DWC,Recurrent,267,183.28,272.15,55809,0.7379,HDM,YES,HDZ,NO
7138,1 -2 months,DWC,New,6,9.94,204.93,1185,0.2672,HDM,NO,LDZ,YES
7139,7-12 months,DWC,Recurrent,234,166.39,302.45,52985,0.7359,HDM,YES,HDZ,NO
7140,1 -2 months,DWC,Recurrent,1,1.69,281,269,0.4724,LDM,NO,LDZ,YES
7141,1 -2 months,DWC,Recurrent,16,11.52,282.98,3316,0.5341,HDM,YES,HDZ,NO
7142,More than 12 months,DWC,Reactivated,36,25.5,339.71,8998,0.6654,HDM,NO,HDZ,NO
7143,1 -2 months,DWOC,New,128,79.12,277.24,25997,0.7599,HDM,NO,HDZ,NO
7144,1 -2 months,DWC,New,68,101.07,131.91,8595,0.2534,HDM,NO,LDZ,NO
7145,More than 12 months,DWC,Recurrent,256,152.15,289.7,55160,0.8085,HDM,YES,HDZ,NO
7146,1 -2 months,DWC,Recurrent,26,17.24,256.44,4852,0.7194,HDM,NO,HDZ,NO
7147,More than 12 months,DWC,Recurrent,73,58.59,304.11,17464,0.6111,LDM,NO,HDZ,NO
7148,3 - 6 months,DWC,Recurrent,187,120.86,253.45,35406,0.7634,HDM,YES,HDZ,NO
7149,3 - 6 months,DWC,Reactivated,1,2.51,255,244,0.3295,HDM,NO,LDZ,YES
7150,1 -2 months,DWC,New,5,9.07,180.01,861,0.3419,HDM,NO,LDZ,YES
7151,7-12 months,DWC,Recurrent,157,110.09,252.15,28986,0.7519,HDM,NO,HDZ,NO
7152,3 - 6 months,DWC,Reactivated,74,42.27,223.53,15618,0.7531,HDM,NO,LDZ,NO
7153,3 - 6 months,DWC,Recurrent,296,193.76,312,69721,0.7416,HDM,NO,HDZ,NO
7154,1 -2 months,DWOC,Recurrent,206,146.45,254.13,39764,0.6707,HDM,YES,HDZ,NO
7155,1 -2 months,DWC,Recurrent,4,4.55,169.49,649,0.4966,LDM,NO,LDZ,NO
7156,1 -2 months,DWC,Recurrent,1,0.74,107.65,103,0.3688,HDM,NO,HDZ,YES
7157,7-12 months,DWC,Recurrent,251,157.92,286.53,53198,0.7772,HDM,YES,HDZ,NO
7158,More than 12 months,DWC,Recurrent,23,13.19,220.75,3808,0.7967,HDM,YES,HDZ,NO
7159,1 -2 months,DWOC,New,76,75.31,319.55,20210,0.7802,LDM,YES,HDZ,YES
7160,7-12 months,DWOC,Recurrent,330,223.2,283.97,70874,0.7488,HDM,YES,HDZ,NO
7161,7-12 months,DWC,Recurrent,179,166.83,420.53,56786,0.5917,HDM,YES,HDZ,NO
7162,More than 12 months,DWC,Recurrent,220,130.48,253.75,41549,0.7865,HDM,YES,HDZ,NO
7163,7-12 months,DWC,Reactivated,4,1.24,155.76,452,0.7211,LDM,NO,HDZ,YES
7164,3 - 6 months,DWC,Recurrent,33,21.9,270.91,6826,0.7486,HDM,NO,HDZ,NO
7165,1 -2 months,DWC,New,15,15.91,234.52,2820,0.4698,HDM,NO,HDZ,NO
7166,1 -2 months,DWC,New,16,11.83,105.66,1583,0.593,HDM,NO,LDZ,NO
7167,3 - 6 months,DWC,Recurrent,135,79.45,280.39,29542,0.7483,LDM,NO,HDZ,NO
7168,3 - 6 months,DWC,Recurrent,2,7.07,213,408,0.1154,LDM,NO,LDZ,NO
7169,7-12 months,DWC,Reactivated,27,16.72,277.34,5425,0.6092,LDM,NO,HDZ,NO
7170,3 - 6 months,DWC,Recurrent,141,100.58,288.06,30122,0.6848,HDM,YES,HDZ,NO
7171,1 -2 months,DWC,New,1,0.3,115,83,0.6694,LDM,NO,HDZ,YES
7172,1 -2 months,DWC,New,11,10.72,203.86,2151,0.4606,HDM,NO,LDZ,NO
7173,More than 12 months,DWC,Recurrent,156,115.53,284.56,33035,0.6865,HDM,YES,HDZ,NO
7174,More than 12 months,DWC,Recurrent,167,119.04,380.84,49017,0.7199,HDM,YES,HDZ,NO
7175,1 -2 months,DWC,New,8,6.8,165.14,1030,0.3605,HDM,NO,HDZ,YES
7176,1 -2 months,DWC,New,7,6.46,157.4,1055,0.4175,HDM,NO,HDZ,NO
7177,3 - 6 months,DWOC,Recurrent,135,93.87,301.79,30106,0.8343,HDM,YES,HDZ,NO
7178,3 - 6 months,DWC,Reactivated,2,1.46,330.41,481,0.589,HDM,NO,HDZ,NO
7179,More than 12 months,DWC,Recurrent,123,75.85,338.24,30871,0.76,HDM,YES,HDZ,NO
7180,3 - 6 months,DWC,Recurrent,146,72.68,264.73,28204,0.8221,HDM,YES,HDZ,NO
7181,7-12 months,DWC,Recurrent,32,32.89,267.65,6486,0.6333,HDM,NO,HDZ,NO
7182,1 -2 months,DWC,Recurrent,2,4.8,466.23,897,0.3528,HDM,NO,LDZ,YES
7183,3 - 6 months,DWC,Recurrent,110,59.42,241.4,19500,0.6929,HDM,NO,HDZ,NO
7184,7-12 months,DWC,Recurrent,1,0.43,104.5,75,0.4921,HDM,NO,HDZ,YES
7185,1 -2 months,DWC,Recurrent,78,54.22,201.68,12936,0.5824,HDM,NO,HDZ,NO
7186,1 -2 months,DWC,New,44,73.73,251.18,10216,0.309,LDM,NO,LDZ,NO
7187,More than 12 months,DWC,Recurrent,18,11.66,244.11,3605,0.8049,HDM,YES,HDZ,NO
7188,7-12 months,DWOC,Recurrent,309,207.01,290.73,69836,0.7282,HDM,YES,HDZ,NO
7189,3 - 6 months,DWC,Recurrent,29,27.92,215.49,5839,0.4908,HDM,NO,HDZ,NO
7190,3 - 6 months,DWC,Recurrent,209,132.65,277.79,42640,0.7723,HDM,YES,HDZ,NO
7191,7-12 months,DWC,Recurrent,8,9.81,348.74,2261,0.3911,LDM,NO,HDZ,YES
7192,7-12 months,DWC,Recurrent,248,127.92,253.99,46635,0.7481,HDM,NO,HDZ,NO
7193,7-12 months,DWC,Recurrent,3,2.16,255.66,550,0.8178,HDM,NO,HDZ,NO
7194,1 -2 months,DWC,New,21,14.71,260.59,4072,0.6738,HDM,NO,HDZ,NO
7195,More than 12 months,DWC,Recurrent,130,95.24,267.78,27809,0.7313,HDM,YES,HDZ,NO
7196,More than 12 months,DWC,Recurrent,268,232.31,408.73,85767,0.6264,HDM,YES,HDZ,NO
7197,More than 12 months,DWC,Recurrent,46,27.25,253.6,8600,0.7668,HDM,YES,HDZ,NO
7198,7-12 months,DWC,Recurrent,175,112.62,282.9,36624,0.8325,HDM,YES,HDZ,NO
7199,1 -2 months,DWC,Recurrent,3,2.87,208.25,523,0.4308,HDM,NO,HDZ,YES
7200,1 -2 months,DWC,New,11,22.85,244.96,2203,0.2362,HDM,NO,HDZ,NO
7201,7-12 months,DWC,Recurrent,235,132.2,294.61,50413,0.8158,HDM,YES,HDZ,NO
7202,More than 12 months,DWC,Recurrent,8,12.79,83.44,570,0.0971,HDM,NO,LDZ,NO
7203,3 - 6 months,DWC,Recurrent,22,54.85,204.73,3742,0.2243,HDM,NO,LDZ,YES
7204,3 - 6 months,DWC,Recurrent,163,151.14,235.17,28859,0.5896,HDM,NO,HDZ,NO
7205,More than 12 months,DWC,Recurrent,201,134.76,235.52,35697,0.6102,HDM,YES,HDZ,NO
7206,3 - 6 months,DWC,Recurrent,123,103.42,373.25,34198,0.6312,HDM,YES,HDZ,NO
7207,More than 12 months,DWC,Recurrent,120,77.39,262.77,23222,0.8487,HDM,YES,HDZ,NO
7208,1 -2 months,DWC,New,5,6.31,207.67,796,0.3082,HDM,NO,HDZ,NO
7209,7-12 months,DWC,Recurrent,238,143.25,279.88,50275,0.7946,HDM,YES,HDZ,NO
7210,More than 12 months,DWC,Recurrent,90,72.38,460.24,30723,0.8027,HDM,YES,HDZ,NO
7211,3 - 6 months,DWC,Recurrent,172,114.64,270.43,34612,0.73,HDM,NO,HDZ,NO
7212,More than 12 months,DWC,Recurrent,30,19.02,230.69,5765,0.6487,HDM,YES,LDZ,NO
7213,More than 12 months,DWC,Recurrent,16,22.67,211.71,3247,0.4131,HDM,NO,LDZ,NO
7214,More than 12 months,DWC,Recurrent,139,105.22,318.28,34912,0.697,HDM,YES,HDZ,NO
7215,More than 12 months,DWC,Recurrent,340,203.65,255.35,64241,0.7205,HDM,YES,HDZ,NO
7216,7-12 months,DWOC,Recurrent,105,69.22,264.27,20622,0.7378,HDM,YES,HDZ,YES
7217,3 - 6 months,DWC,Recurrent,169,107.95,332.58,42149,0.7328,HDM,YES,HDZ,NO
7218,3 - 6 months,DWC,Recurrent,213,121.23,219.11,34018,0.7316,HDM,NO,HDZ,NO
7219,3 - 6 months,DWOC,Recurrent,231,162.68,297.44,53841,0.6349,HDM,YES,HDZ,YES
7220,7-12 months,DWC,Reactivated,6,6.88,92.77,533,0.2922,LDM,NO,HDZ,YES
7221,3 - 6 months,DWC,Recurrent,189,135.55,200.13,30926,0.5775,LDM,NO,HDZ,NO
7222,1 -2 months,DWC,New,33,36.84,107.95,2580,0.1973,HDM,NO,HDZ,NO
7223,3 - 6 months,DWC,Recurrent,219,222.31,239.03,43080,0.6322,HDM,NO,HDZ,NO
7224,7-12 months,DWC,Recurrent,20,24.45,324.15,4963,0.5214,HDM,NO,HDZ,NO
7225,7-12 months,DWC,Recurrent,39,17.96,259.67,7709,0.8069,HDM,NO,HDZ,NO
7226,7-12 months,DWC,Recurrent,251,258.28,456.76,86142,0.6192,HDM,YES,HDZ,NO
7227,1 -2 months,DWC,Recurrent,147,66.68,155.35,21614,0.7004,HDM,NO,HDZ,NO
7228,More than 12 months,DWC,Recurrent,71,48.52,224.96,11658,0.5726,HDM,NO,HDZ,NO
7229,3 - 6 months,DWC,Recurrent,64,41.63,400.95,19086,0.8636,HDM,YES,HDZ,NO
7230,More than 12 months,DWC,Recurrent,100,78.92,355.53,26270,0.6903,HDM,YES,HDZ,NO
7231,More than 12 months,DWC,Recurrent,192,155.69,242.25,36472,0.5455,LDM,NO,HDZ,NO
7232,7-12 months,DWC,Reactivated,43,30.36,241.26,7836,0.6854,HDM,NO,HDZ,NO
7233,7-12 months,DWC,Recurrent,248,148.82,242.22,44457,0.7435,HDM,NO,HDZ,NO
7234,More than 12 months,DWC,Recurrent,72,42.15,232.01,12408,0.7546,LDM,NO,HDZ,NO
7235,More than 12 months,DWC,Recurrent,115,80.61,279.94,23705,0.7724,HDM,NO,HDZ,NO
7236,More than 12 months,DWC,Recurrent,14,12.25,194.69,2436,0.5636,HDM,NO,LDZ,YES
7237,1 -2 months,DWC,New,2,1.79,159.57,305,0.6556,HDM,NO,LDZ,YES
7238,3 - 6 months,DWC,Recurrent,118,70.71,264.37,23567,0.7422,LDM,YES,HDZ,NO
